"Timestamp","ความยินยอมในการใช้ข้อมูลส่วนบุคคล  ","1. เพศของท่าน","2. ช่วงอายุเเละช่วงวัย","3. สถานะการทำงานของท่าน","4. รายได้สุทธิเฉลี่ยต่อเดือน (หลังหักภาษี)","5. จำนวนสมาชิกในครอบครัวที่อยู่ในความดูเเลรับผิดชอบด้านค่าใช้จ่าย (รวมตัวท่าน) ","6. ภาระหนี้สินคงที่ต่อเดือน","7. ค่าใช้จ่ายด้านน้ำมันเเละการเดินทางเฉลี่ยต่อเดือน (บาท)","8. จำนวนผลิตภัณฑ์บัตรเครดิตหรือวงเงินสินเชื่อหมุนเวียนที่ถือครอง","9. ลักษณะการชำระหนี้บัตรเครดิตในรอบ 6 เดือนที่ผ่านมา"," 10. ความถี่ในการเลือกซื้อสินค้าตามความพึงพอใจ โดยไม่ได้วางเเผน","11. การถือครองทรัพย์สินหรือการลงทุน ","12. สภาพคล่องคงเหลือ (กรณีรายได้หยุด ชะงัก ท่านมีเงินสำรองอยู่ได้กี่เดือน?)","13. ในรอบ 1 ปีที่ผ่านมา ท่านเคยประสบสภาวะ ""หมุนเงินไม่ทัน"" จนต้องหยิบยืมเงินหรือไม่","14. หากเกิดเหตุฉุกเฉินที่ต้องใช้เงินก้อนทันที ท่านมีเเหล่งเงินทุนรองรับหรือไม่","15. ท่านมีความกังวลต่อสถานะทางการเงินของตนเองในปัจจุบันระดับใด","16. หากราคาน้ำมันเเละค่าครองชีพสูงขึ้น ร้อยละ 20 ท่านจะให้ความสำคัญกับการดำเนินการสิ่งใดมากที่สุด","17. ท่านมีความรู้ความเข้าใจด้านการวางเเผนการเงินเเละภาษี","18. ท่านมีสวัสดิการหรือประกันสุขภาพส่วนบุคคลที่เพียงพอต่อความเสี่ยง ในรูปแบบใดบ้าง "
"2026/05/04 8:01:57 PM GMT+7","รับทราบเเละยินยอม","ชาย","Gen X (เกิดปี พ.ศ. 2508 - 2522 / อายุ 47 - 61 ปี)","ข้าราชการ/พนักงานรัฐวิสาหกิจ","25,001 - 50,000 บาท","1 ท่าน (ดูเเลตนเองเพียงลำพัง)","ร้อยละ 31 - 50 ของรายได้","1500","3 - 4 ใบ","ค้างชำระ","1","มี 100% - 500% ของรายได้","3 - 6 เดือน","ไม่เคย","มีเงินเก็บส่วนตัวเพียงพอ","3","ปรับลดค่าใช้จ่ายที่จำเป็น","3","สวัสดิการพื้นฐานจากภาครัฐ (เช่น สิทธิบัตรทอง 30 บาท);สวัสดิการจากที่ทำงาน (เช่น ประกันสังคม, ประกันกลุ่มของบริษัท)"
"2026/05/04 8:04:07 PM GMT+7","รับทราบเเละยินยอม","ชาย","Gen Z (เกิดปี พ.ศ. 2541 - 2555 / อายุ 14 - 28 ปี)","นักเรียน/นักศึกษา","ต่ำกว่า 10,000 บาท","4 ท่าน","ร้อยละ 31 - 50 ของรายได้","800","ไม่มีบัตรเครดิตหรือวงเงินสินเชื่อ","ไม่มีบัตรเครดิต","4","มีน้อยกว่า 100 % ของรายได้","1 - 3 เดือน","1 - 2 ครั้งต่อปี","มีเงินเก็บส่วนตัวเพียงพอ","4","ปรับลดค่าใช้จ่ายที่จำเป็น","2","สวัสดิการพื้นฐานจากภาครัฐ (เช่น สิทธิบัตรทอง 30 บาท)"
"2026/05/04 8:05:43 PM GMT+7","รับทราบเเละยินยอม","ชาย","Gen Y / Millennials (เกิดปี พ.ศ. 2523 - 2540 / อายุ 29 - 46 ปี)","พนักงานธุรกิจเอกชน","มากกว่า 50,000 บาท","3 ท่าน","มากกว่าร้อยละ 50 ของรายได้","2000","1 - 2 ใบ","ค้างชำระ","2","มีน้อยกว่า 100 % ของรายได้","น้อยกว่า 1 เดือน","1 - 2 ครั้งต่อปี","หยิบยืมจากเพื่อนหรือคนรู้จัก","5","เเสวงหารายได้เสริม","2","สวัสดิการพื้นฐานจากภาครัฐ (เช่น สิทธิบัตรทอง 30 บาท);สวัสดิการจากที่ทำงาน (เช่น ประกันสังคม, ประกันกลุ่มของบริษัท)"
"2026/05/04 8:06:59 PM GMT+7","รับทราบเเละยินยอม","หญิง","Gen X (เกิดปี พ.ศ. 2508 - 2522 / อายุ 47 - 61 ปี)","ธุรกิจส่วนตัว / ค้าขาย / ฟรีแลนซ์","25,001 - 50,000 บาท","3 ท่าน","ร้อยละ 31 - 50 ของรายได้","1000","ไม่มีบัตรเครดิตหรือวงเงินสินเชื่อ","ไม่มีบัตรเครดิต","3","มีน้อยกว่า 100 % ของรายได้","มากกว่า 6 เดือน","ไม่เคย","ขอความช่วยเหลือทางการเงินจากครอบครัว/ญาติ","2","เเสวงหารายได้เสริม","4","สวัสดิการพื้นฐานจากภาครัฐ (เช่น สิทธิบัตรทอง 30 บาท);กรมธรรม์ประกันภัยส่วนบุคคล (เช่น ประกันสุขภาพ/อุบัติเหตุ/ชีวิต ที่ซื้อเอง)"
"2026/05/04 8:09:52 PM GMT+7","รับทราบเเละยินยอม","ชาย","Gen Y / Millennials (เกิดปี พ.ศ. 2523 - 2540 / อายุ 29 - 46 ปี)","ข้าราชการ/พนักงานรัฐวิสาหกิจ","10,001 - 25,000 บาท","3 ท่าน","ต่ำกว่าร้อยละ 30 ของรายได้","1500","3 - 4 ใบ","ชำระขั้นต่ำบางส่วน","3","มี 100% - 500% ของรายได้","3 - 6 เดือน","ไม่เคย","ขอความช่วยเหลือทางการเงินจากครอบครัว/ญาติ","1","ใช้สินเชื่อพยุงการใช้จ่าย","4","สวัสดิการพื้นฐานจากภาครัฐ (เช่น สิทธิบัตรทอง 30 บาท);กรมธรรม์ประกันภัยส่วนบุคคล (เช่น ประกันสุขภาพ/อุบัติเหตุ/ชีวิต ที่ซื้อเอง)"
"2026/05/04 8:11:25 PM GMT+7","รับทราบเเละยินยอม","ชาย","Gen Z (เกิดปี พ.ศ. 2541 - 2555 / อายุ 14 - 28 ปี)","ธุรกิจส่วนตัว / ค้าขาย / ฟรีแลนซ์","ต่ำกว่า 10,000 บาท","3 ท่าน","ไม่มีภาระหนี้สิน","300","5 ใบขึ้นไป","ชำระขั้นต่ำทุกงวด","4","ไม่มีการถือครอง","1 - 3 เดือน","ไม่เคย","ขอความช่วยเหลือทางการเงินจากครอบครัว/ญาติ","3","ปรับลดเงินออม","1","สวัสดิการพื้นฐานจากภาครัฐ (เช่น สิทธิบัตรทอง 30 บาท)"
"2026/05/04 8:12:53 PM GMT+7","รับทราบเเละยินยอม","หญิง","Gen Z (เกิดปี พ.ศ. 2541 - 2555 / อายุ 14 - 28 ปี)","นักเรียน/นักศึกษา","ต่ำกว่า 10,000 บาท","3 ท่าน","ต่ำกว่าร้อยละ 30 ของรายได้","500","ไม่มีบัตรเครดิตหรือวงเงินสินเชื่อ","ไม่มีบัตรเครดิต","1","มีน้อยกว่า 100 % ของรายได้","น้อยกว่า 1 เดือน","มากกว่า 2 ครั้ง","ขอความช่วยเหลือทางการเงินจากครอบครัว/ญาติ","5","ปรับลดเงินออม","3","สวัสดิการพื้นฐานจากภาครัฐ (เช่น สิทธิบัตรทอง 30 บาท)"
"2026/05/04 8:14:29 PM GMT+7","รับทราบเเละยินยอม","ชาย","Gen Z (เกิดปี พ.ศ. 2541 - 2555 / อายุ 14 - 28 ปี)","นักเรียน/นักศึกษา","ต่ำกว่า 10,000 บาท","1 ท่าน (ดูเเลตนเองเพียงลำพัง)","ไม่มีภาระหนี้สิน","1000","ไม่มีบัตรเครดิตหรือวงเงินสินเชื่อ","ไม่มีบัตรเครดิต","1","มีน้อยกว่า 100 % ของรายได้","น้อยกว่า 1 เดือน","1 - 2 ครั้งต่อปี","หยิบยืมจากเพื่อนหรือคนรู้จัก","5","เเสวงหารายได้เสริม","4","สวัสดิการพื้นฐานจากภาครัฐ (เช่น สิทธิบัตรทอง 30 บาท)"
"2026/05/04 8:15:54 PM GMT+7","รับทราบเเละยินยอม","ชาย","Gen Y / Millennials (เกิดปี พ.ศ. 2523 - 2540 / อายุ 29 - 46 ปี)","พนักงานธุรกิจเอกชน","10,001 - 25,000 บาท","4 ท่าน","ต่ำกว่าร้อยละ 30 ของรายได้","1500","3 - 4 ใบ","ชำระขั้นต่ำบางส่วน","1","ไม่มีการถือครอง","มากกว่า 6 เดือน","ไม่เคย","มีเงินเก็บส่วนตัวเพียงพอ","2","ปรับลดเงินออม","3","สวัสดิการพื้นฐานจากภาครัฐ (เช่น สิทธิบัตรทอง 30 บาท);สวัสดิการจากที่ทำงาน (เช่น ประกันสังคม, ประกันกลุ่มของบริษัท)"
"2026/05/04 8:17:31 PM GMT+7","รับทราบเเละยินยอม","ไม่ประสงค์ระบุ","Gen Y / Millennials (เกิดปี พ.ศ. 2523 - 2540 / อายุ 29 - 46 ปี)","แม่บ้าน/พ่อบ้าน","10,001 - 25,000 บาท","5 ท่านขึ้นไป","ต่ำกว่าร้อยละ 30 ของรายได้","1000","3 - 4 ใบ","ชำระเต็มจำนวน","2","ไม่มีการถือครอง","1 - 3 เดือน","1 - 2 ครั้งต่อปี","มีเงินเก็บส่วนตัวเพียงพอ","2","ใช้สินเชื่อพยุงการใช้จ่าย","3","สวัสดิการพื้นฐานจากภาครัฐ (เช่น สิทธิบัตรทอง 30 บาท);กรมธรรม์ประกันภัยส่วนบุคคล (เช่น ประกันสุขภาพ/อุบัติเหตุ/ชีวิต ที่ซื้อเอง)"
